"Token","Count","Number of Dialogue Acts","Total Acts"
"entirely",22,19,174291
"basement",22,21,174291
"comment",22,19,174291
"clearly",22,18,174291
"afterwards",22,21,174291
"programming",22,22,174291
"expert",22,20,174291
"prepare",22,22,174291
"minds",22,20,174291
"supply",22,21,174291
"judicial",22,20,174291
"hampshire",22,22,174291
"kuwait",22,21,174291
"republican",22,18,174291
"materials",22,22,174291
"designed",22,21,174291
"towns",22,22,174291
"graduating",22,21,174291
"coffee",22,21,174291
"stock",22,19,174291
"rarely",22,21,174291
"policeman",22,19,174291
"falling",22,21,174291
"gourmet",22,21,174291
"event",22,21,174291
"tight",22,21,174291
"increased",22,22,174291
"broad",22,22,174291
"navy",22,21,174291
"bin",22,21,174291
"someday",22,21,174291
"awards",22,22,174291
"tune",22,19,174291
"memory",23,22,174291
"farmers",23,23,174291
"creative",23,23,174291
"concerns",23,23,174291
"apple",23,22,174291
"twin",23,21,174291
"furniture",23,23,174291
"burned",23,22,174291
"addition",23,21,174291
"votes",23,19,174291
"intelligent",23,20,174291
"previous",23,17,174291
"unemployment",23,22,174291
"master's",23,23,174291
"motors",23,21,174291
"charges",23,22,174291
"pushed",23,22,174291
"crisis",23,23,174291
"sources",23,23,174291
"walls",23,23,174291
"aspects",23,18,174291
"funding",23,21,174291
"fixing",23,21,174291
"physically",23,21,174291
"vegetable",23,23,174291
"among",23,22,174291
"divorced",23,23,174291
"dessert",23,23,174291
"bushes",23,21,174291
"mystery",23,23,174291
"statement",23,21,174291
"frame",23,22,174291
"burden",23,20,174291
"commercials",23,22,174291
"claim",23,23,174291
"undergraduate",23,23,174291
"competition",23,22,174291
"acceptable",23,22,174291
"involvement",23,23,174291
"affects",23,20,174291
"pleasant",23,22,174291
"prevent",23,22,174291
"target",23,23,174291
"participating",23,23,174291
"litter",23,23,174291
"sir",23,21,174291
"tents",23,23,174291
"survive",23,23,174291
"fried",23,20,174291
"ugh",23,20,174291
"nuts",23,23,174291
"righty",23,21,174291
"deposit",23,22,174291
"luckily",23,23,174291
"daughter's",23,22,174291
"arms",23,21,174291
"michael",23,23,174291
"sooner",23,22,174291
"steps",23,23,174291
"temperature",23,22,174291
"profession",23,23,174291
"homework",23,23,174291
"weeds",23,23,174291
"skirts",23,21,174291
"following",23,19,174291
"hits",23,21,174291
"cared",23,22,174291
"fear",23,23,174291
"depend",23,22,174291
"craft",23,23,174291
"mayor",23,21,174291
"fitness",23,22,174291
"rehabilitation",23,23,174291
"where's",23,23,174291
"tour",23,23,174291
"saudi",23,21,174291
"smog",23,23,174291
"exposure",23,22,174291
"fruit",23,22,174291
"victim",23,21,174291
"soil",23,20,174291
"campaign",23,21,174291
"finance",24,22,174291
"theory",24,23,174291
"screen",24,24,174291
"clothing",24,22,174291
"supporting",24,21,174291
"hung",24,24,174291
"el",24,20,174291
"faster",24,21,174291
"re",24,19,174291
"discovered",24,24,174291
"exercising",24,23,174291
"advance",24,24,174291
"gardens",24,22,174291
"charged",24,23,174291
"softball",24,22,174291
"crowd",24,23,174291
"sesame",24,23,174291
"employer",24,21,174291
"fully",24,23,174291
"modern",24,22,174291
"actor",24,22,174291
"coat",24,23,174291
"dealer",24,23,174291
"pure",24,21,174291
"latest",24,22,174291
"standpoint",24,23,174291
"requirements",24,23,174291
"rap",24,23,174291
"scout",24,23,174291
"transmission",24,22,174291
"missouri",24,24,174291
"moon",24,22,174291
"sex",24,22,174291
"peers",24,24,174291
"drunk",24,22,174291
"occurred",24,23,174291
"banks",24,23,174291
"outdoor",24,23,174291
"gain",24,24,174291
"contract",24,21,174291
"classroom",24,22,174291
"definite",24,23,174291
"fabulous",24,24,174291
"aunt",24,23,174291
"hide",24,23,174291
"laying",24,24,174291
"surgery",24,23,174291
"communities",24,23,174291
"page",24,21,174291
"liter",24,22,174291
"letters",24,23,174291
"buildings",24,22,174291
"dakota",24,24,174291
"guy's",24,23,174291
"sentences",24,23,174291
"literally",24,22,174291
"settled",24,24,174291
"voluntary",24,24,174291
"realistic",24,23,174291
"hooked",24,23,174291
"hook",24,24,174291
"hood",24,24,174291
"conditions",24,24,174291
"james",24,23,174291
"barely",25,23,174291
"louisiana",25,25,174291
"length",25,24,174291
"severe",25,24,174291
"forms",25,25,174291
"alabama",25,25,174291
"choir",25,24,174291
"create",25,22,174291
"institution",25,24,174291
"grandfather",25,22,174291
"listened",25,25,174291
"master",25,24,174291
"suburb",25,24,174291
"household",25,24,174291
"ill",25,24,174291
"father's",25,24,174291
"overseas",25,24,174291
"rainy",25,25,174291
"condition",25,24,174291
"unbelievable",25,25,174291
"emergency",25,24,174291
"division",25,23,174291
"teenage",25,24,174291
"holes",25,25,174291
"transportation",25,23,174291
"cooked",25,23,174291
"bored",25,25,174291
"driver",25,23,174291
"employment",25,24,174291
"woodworking",25,25,174291
"copy",25,25,174291
"cafeteria",25,24,174291
"pan",25,24,174291
"videos",25,23,174291
"everything's",25,22,174291
"hardest",25,24,174291
"collection",25,24,174291
"established",25,24,174291
"dumb",25,24,174291
"stitch",25,25,174291
"convinced",25,25,174291
"reduce",25,23,174291
"standards",25,25,174291
"laugh",25,25,174291
"thirties",25,25,174291
"wore",25,24,174291
"dad's",25,24,174291
"newer",25,24,174291
"chemicals",25,23,174291
"statistics",25,24,174291
"patterns",25,20,174291
"thin",25,19,174291
"exact",25,23,174291
"named",25,25,174291
"alternative",25,25,174291
"according",25,24,174291
"bicycle",25,25,174291
"annual",25,24,174291
"hassle",25,24,174291
"sight",25,23,174291
"teaches",25,22,174291
"maintenance",25,24,174291
"perfectly",25,23,174291
"repeat",25,23,174291
"conservative",25,25,174291
"reputation",25,24,174291
"item",25,25,174291
"profit",25,24,174291
"dealers",25,24,174291
"lovely",25,23,174291
"goal",25,22,174291
"result",26,24,174291
"effective",26,24,174291
"holidays",26,26,174291
"seasons",26,25,174291
"thick",26,25,174291
"bake",26,26,174291
"mark",26,22,174291
"quarterback",26,20,174291
"thoroughly",26,23,174291
"woods",26,26,174291
"chore",26,25,174291
"presented",26,24,174291
"co",26,24,174291
"registered",26,26,174291
"halfway",26,23,174291
"native",26,25,174291
"corporations",26,24,174291
"dressed",26,25,174291
"vehicle",26,25,174291
"denver",26,26,174291
"warranty",26,24,174291
"throughout",26,26,174291
"fuel",26,26,174291
"thoughts",26,24,174291
"puppy",26,25,174291
"refrigerator",26,26,174291
"traditional",26,24,174291
"pump",26,23,174291
"millions",26,23,174291
"print",26,26,174291
"resources",26,23,174291
"avoid",26,26,174291
"ocean",26,22,174291
"marriage",26,24,174291
"category",26,24,174291
"concert",26,25,174291
"camped",26,26,174291
"qualified",26,25,174291
"lock",26,25,174291
"administration",26,26,174291
"wal",26,26,174291
"contribute",26,24,174291
"soccer",26,26,174291
"knee",26,26,174291
"orleans",26,24,174291
"generations",26,26,174291
"hawaii",26,25,174291
"courts",26,26,174291
"twins",26,24,174291
"exposed",26,22,174291
"shower",26,25,174291
"marvelous",26,26,174291
"underneath",26,25,174291
"diesel",26,21,174291
"roommate",26,25,174291
"citizens",26,25,174291
"grill",26,23,174291
"joke",26,24,174291
"site",26,26,174291
"minor",26,26,174291
"mountain",26,25,174291
"roads",26,25,174291
"financially",26,24,174291
"engines",26,22,174291
"location",26,25,174291
"thursday",26,25,174291
"owner",26,25,174291
"film",26,26,174291
"substitute",26,26,174291
"movement",26,25,174291
"theirs",26,25,174291
"stands",26,26,174291
"thrown",26,26,174291
"japan",27,27,174291
"hanging",27,23,174291
"disagree",27,27,174291
"relate",27,27,174291
"version",27,26,174291
"golly",27,27,174291
"chose",27,25,174291
"gray",27,25,174291
"pension",27,22,174291
"attorney",27,24,174291
"typo",27,4,174291
"lesser",27,26,174291
"ceiling",27,24,174291
"relaxing",27,27,174291
"professor",27,26,174291
"hurting",27,25,174291
"visiting",27,27,174291
"falls",27,26,174291
"greatest",27,25,174291
"son's",27,26,174291
"lab",27,25,174291
"develop",27,27,174291
"structure",27,25,174291
"proper",27,24,174291
"lincoln",27,24,174291
"direct",27,27,174291
"districts",27,23,174291
"options",27,27,174291
"agency",27,23,174291
"causing",27,26,174291
"unfortunate",27,26,174291
"motor",27,27,174291
"groceries",27,26,174291
"race",27,27,174291
"electric",27,27,174291
"sending",27,27,174291
"teenager",27,27,174291
"planting",27,25,174291
"musical",27,26,174291
"philosophy",27,25,174291
"tiny",27,26,174291
"carrying",27,27,174291
"citizen",27,27,174291
"steak",27,25,174291
"texan",27,26,174291
"outrageous",27,25,174291
"signs",27,27,174291
"birthday",27,26,174291
"applied",27,26,174291
"motivation",27,27,174291
"potatoes",27,26,174291
"silly",27,27,174291
"development",27,25,174291
"amounts",27,23,174291
"trek",27,26,174291
"seats",27,25,174291
"spoiled",27,27,174291
"bar",27,23,174291
"chemical",27,26,174291
"kentucky",28,28,174291
"retriever",28,26,174291
"nurse",28,27,174291
"forties",28,27,174291
"mall",28,24,174291
"speed",28,27,174291
"bath",28,27,174291
"math",28,26,174291
"understanding",28,28,174291
"fed",28,24,174291
"fry",28,25,174291
"nation",28,28,174291
"purchased",28,27,174291
"wash",28,24,174291
"breakfast",28,28,174291
"acid",28,26,174291
"democratic",28,27,174291
"improvement",28,28,174291
"fancy",28,28,174291
"detroit",28,26,174291
"signed",28,28,174291
"prepared",28,28,174291
"summers",28,28,174291
"apartments",28,28,174291
"code",28,25,174291
"recognize",28,27,174291
"tells",28,26,174291
"tall",28,28,174291
"causes",28,26,174291
"quote",28,28,174291
"satisfied",28,26,174291
"dying",28,27,174291
"toyota",28,26,174291
"closet",28,27,174291
"frustrating",28,27,174291
"pickup",28,25,174291
"lights",28,27,174291
"tied",28,25,174291
"hitting",28,28,174291
"arts",28,25,174291
"religious",28,26,174291
"please",28,24,174291
"speaker",28,9,174291
"fans",28,27,174291
"shut",28,25,174291
"join",28,28,174291
"women's",28,27,174291
"mileage",28,27,174291
"chevy",28,28,174291
"parking",28,26,174291
"today's",28,27,174291
"earn",28,26,174291
"philadelphia",28,27,174291
"inch",28,27,174291
"francisco",28,27,174291
"necessity",28,27,174291
"africa",28,23,174291
"disappointed",28,28,174291
"pulling",28,27,174291
"fascinating",28,25,174291
"cake",28,25,174291
"plastics",28,26,174291
"affect",28,27,174291
"budgeting",28,28,174291
"carried",28,27,174291
"flip",29,27,174291
"journal",29,28,174291
"singing",29,27,174291
"trend",29,27,174291
"incentive",29,27,174291
"elections",29,28,174291
"weapon",29,26,174291
"repairs",29,28,174291
"shepherd",29,26,174291
"properly",29,27,174291
"catholic",29,25,174291
"badly",29,28,174291
"delicious",29,27,174291
"shirts",29,25,174291
"fifth",29,28,174291
"onto",29,29,174291
"rains",29,27,174291
"improve",29,26,174291
"bird",29,28,174291
"mid",29,28,174291
"lubbock",29,29,174291
"cadillac",29,29,174291
"vehicles",29,26,174291
"corn",29,28,174291
"wine",29,26,174291
"pie",29,28,174291
"routine",29,29,174291
"pot",29,29,174291
"route",29,26,174291
"member",29,28,174291
"brakes",29,28,174291
"automobile",29,26,174291
"truly",29,28,174291
"sew",29,28,174291
"corporate",29,25,174291
"seconds",29,28,174291
"investment",29,27,174291
"springs",29,26,174291
"inner",29,26,174291
"prove",29,27,174291
"rape",29,26,174291
"tools",29,26,174291
"hers",29,28,174291
"potential",29,29,174291
"retire",29,28,174291
"enjoys",29,29,174291
"bringing",29,29,174291
"combination",29,29,174291
"oriented",29,26,174291
"deficit",29,25,174291
"yards",29,25,174291
"trim",29,29,174291
"fence",29,28,174291
"deer",29,23,174291
"favorites",29,29,174291
"cancer",30,30,174291
"coach",30,29,174291
"planned",30,30,174291
"dig",30,27,174291
"sharing",30,30,174291
"freeze",30,29,174291
"commercial",30,29,174291
"scale",30,29,174291
"masters",30,30,174291
"european",30,29,174291
"deserve",30,24,174291
"beef",30,29,174291
"beds",30,30,174291
"whatnot",30,29,174291
"michigan",30,28,174291
"stress",30,29,174291
"humidity",30,29,174291
"contact",30,28,174291
"automobiles",30,29,174291
"manage",30,27,174291
"honestly",30,29,174291
"treated",30,27,174291
"challenge",30,30,174291
"receive",30,28,174291
"microwave",30,30,174291
"kick",30,29,174291
"highly",30,26,174291
"wheel",30,29,174291
"including",30,28,174291
"island",30,29,174291
"complicated",30,30,174291
"motivated",30,28,174291
"skills",30,26,174291
"cousins",30,28,174291
"conscious",30,29,174291
"hell",30,30,174291
"march",30,28,174291
"complex",30,28,174291
"verdict",30,28,174291
"december",30,28,174291
"directly",30,27,174291
"pair",30,30,174291
"panama",30,28,174291
"added",30,30,174291
"throwing",30,28,174291
"beans",30,28,174291
"engineers",30,29,174291
"design",30,29,174291
"soap",30,29,174291
"explain",30,29,174291
"firm",30,29,174291
"channels",30,28,174291
"wherever",30,28,174291
"clubs",30,29,174291
"expense",30,28,174291
"practical",30,29,174291
"mental",30,29,174291
"recall",30,27,174291
"disney",31,28,174291
"cholesterol",31,27,174291
"knock",31,31,174291
"raining",31,31,174291
"fee",31,30,174291
"fiction",31,30,174291
"trials",31,31,174291
"fortunately",31,30,174291
"casual",31,30,174291
"filled",31,30,174291
"individuals",31,28,174291
"parks",31,29,174291
"address",31,30,174291
"source",31,31,174291
"smell",31,29,174291
"studying",31,28,174291
"mow",31,31,174291
"library",31,30,174291
"experiences",31,31,174291
"processing",31,30,174291
"swing",31,28,174291
"tomorrow",31,31,174291
"passing",31,29,174291
"tom",31,29,174291
"regard",31,29,174291
"ups",31,26,174291
"containers",31,29,174291
"crafts",31,30,174291
"closed",31,29,174291
"elected",31,29,174291
"summertime",31,31,174291
"trained",31,29,174291
"attached",31,31,174291
"match",31,28,174291
"fellow",31,30,174291
"parole",31,30,174291
"dining",31,29,174291
"shirt",31,29,174291
"someone's",31,31,174291
"spanish",31,27,174291
"flexible",31,30,174291
"sons",31,30,174291
"electronic",31,30,174291
"art",31,28,174291
"results",31,28,174291
"increase",31,29,174291
"relationship",32,29,174291
"loose",32,30,174291
"classic",32,30,174291
"opened",32,32,174291
"dirt",32,32,174291
"se",32,28,174291
"impossible",32,30,174291
"disease",32,29,174291
"dropped",32,29,174291
"bell",32,31,174291
"culture",32,30,174291
"split",32,29,174291
"'b'",32,2,174291
"threw",32,32,174291
"dirty",32,31,174291
"jazz",32,30,174291
"dishes",32,30,174291
"breaking",32,30,174291
"mornings",32,31,174291
"organized",32,30,174291
"message",32,31,174291
"organizations",32,31,174291
"salt",32,31,174291
"weights",32,27,174291
"useful",32,32,174291
"bothered",32,30,174291
"suits",32,30,174291
"educational",32,32,174291
"pregnant",32,32,174291
"monthly",32,31,174291
"auto",32,31,174291
"upper",32,31,174291
"reach",32,30,174291
"humid",32,29,174291
"buffalo",32,29,174291
"uses",32,29,174291
"riding",32,32,174291
"january",32,32,174291
"facility",32,30,174291
"july",32,31,174291
"person's",33,32,174291
"hospitals",33,31,174291
"paycheck",33,30,174291
"fort",33,32,174291
"dish",33,31,174291
"corporation",33,31,174291
"swim",33,33,174291
"pieces",33,30,174291
"rule",33,30,174291
"turkey",33,33,174291
"significant",33,32,174291
"habit",33,28,174291
"comedy",33,30,174291
"pushing",33,33,174291
"sweet",33,33,174291
"recommend",33,31,174291
"that'll",33,30,174291
"anytime",33,33,174291
"king",33,31,174291
"bowl",33,31,174291
"manager",33,31,174291
"tie",33,32,174291
"subscribe",33,29,174291
"cuts",33,33,174291
"recording",33,29,174291
"appropriate",33,32,174291
"till",33,31,174291
"raleigh",33,33,174291
"decent",33,31,174291
"eighties",33,33,174291
"pays",33,32,174291
"terribly",33,32,174291
"naturally",33,32,174291
"tapes",33,32,174291
"iowa",33,32,174291
"nearly",33,31,174291
"sentenced",33,31,174291
"hills",33,32,174291
"immediate",33,32,174291
"relatively",33,33,174291
"nations",33,32,174291
"pleasure",33,33,174291
"gallon",33,33,174291
"desk",33,32,174291
"argument",33,31,174291
"shrimp",34,33,174291
"else's",34,31,174291
"parties",34,33,174291
"views",34,33,174291
"press",34,28,174291
"interests",34,33,174291
"minneapolis",34,34,174291
"turning",34,32,174291
"prior",34,33,174291
"valley",34,30,174291
"dances",34,34,174291
"holding",34,29,174291
"uncle",34,33,174291
"france",34,33,174291
"campus",34,34,174291
"angeles",34,30,174291
"latin",34,33,174291
"portion",34,26,174291
"accident",34,33,174291
"daily",34,30,174291
"corner",34,33,174291
"extreme",34,33,174291
"possibility",34,29,174291
"illegal",34,32,174291
"specific",34,31,174291
"breaks",34,34,174291
"russia",34,32,174291
"members",34,32,174291
"june",34,34,174291
"setting",34,33,174291
"aid",34,31,174291
"model",34,34,174291
"trucks",35,35,174291
"labor",35,35,174291
"mart",35,33,174291
"immediately",35,33,174291
"october",35,33,174291
"tuition",35,32,174291
"international",35,34,174291
"wearing",35,33,174291
"atlanta",35,34,174291
"key",35,35,174291
"carpet",35,34,174291
"solid",35,33,174291
"noise",35,32,174291
"overall",35,34,174291
"mini",35,33,174291
"mad",35,33,174291
"expecting",35,35,174291
"mistakes",35,33,174291
"stadium",35,34,174291
"abuse",35,31,174291
"gorgeous",35,31,174291
"block",35,32,174291
"staff",35,32,174291
"maintain",35,33,174291
"sides",35,35,174291
"breed",35,31,174291
"consumer",35,32,174291
"entertainment",35,33,174291
"brings",35,34,174291
"articles",35,35,174291
"fell",35,34,174291
"risk",35,34,174291
"brick",35,35,174291
"facts",35,30,174291
"practically",35,35,174291
"currently",35,34,174291
"ate",35,35,174291
"complain",35,31,174291
"essentially",35,33,174291
"cleaning",35,35,174291
"quarter",36,35,174291
"male",36,34,174291
"fat",36,36,174291
"et",36,25,174291
"grades",36,33,174291
"license",36,34,174291
"williams",36,33,174291
"strict",36,35,174291
